address,category,latitude,longitude,number_of_price,number_of_review,restaurant_name,score_of_review
"151 E 58th StNew York, NY 10022","French,Vegetarian",40.761503,-73.9674,4,811,Le Cirque,3.5
"149 E 57th StNew York, NY 10022","French,Vietnamese,Lounges",40.760856,-73.9683,3,197,Le Colonial,3.5
"30 E 20th StNew York, NY 10003",Brasseries,40.738591,-73.9888,3,108,Le Coq Rico,4
"138 Lafayette StNew York, NY 10013",French,40.719139,-74.0002,4,51,Le Coucou,4.5
"1103 Manhattan AveBrooklyn, NY 11222","Italian,WineBars,CocktailBars",40.736204,-73.955561,2,81,Le Fanfare,4
"105 Norman AveBrooklyn, NY 11222",French,40.725835,-73.9511,2,87,Le Fond,4.5
"105 Norman AveBrooklyn, NY 11222",French,40.725835,-73.9511,2,88,Le Fond,4.5
"188 Orchard StNew York, NY 10002","French,Diners,Seafood",40.721827,-73.9879,2,54,Le French Diner,4.5
"183 9th AveNew York, NY 10011","French,Cafes",40.745406,-74.002402,2,523,Le Grainne Cafe,4
"163 E 33rd StNew York, NY 10016",French,40.745407,-73.9791,2,709,Le Parisien,4
"405 E 52nd StNew York, NY 10022",French,40.755006,-73.9646,4,174,Le Perigord,3.5
"465 W 23rd StNew York, NY 10011","WineBars,Breakfast&Brunch,French",40.747686,-74.0037,2,52,Le Pif,5
"2058 Broadway AveNew York, NY 10023","French,WineBars,Breakfast&Brunch",40.777484,-73.981793,2,147,Le Pif,4
"60 W 23rd StNew York, NY 10010",French,40.742561,-73.9922,4,3,Le Restaurant d_ÌÄåÎÌÄå_ÌÄåÎÌÄåÒÌÄåÎÌÄå_ÌÄå´Ìâå©Alex,5
"510 Laguardia PlNew York, NY 10012","Moroccan,Mediterranean,French",40.727931,-73.9993,3,61,Le Souk Restaurant,3.5
"177 Chrystie StNew York, NY 10002","ModernEuropean,French",40.721167,-73.9924,3,59,Le Turtle,4
"127 E 7th StNew York, NY 10009","French,Gluten-Free,Vegetarian",40.726473,-73.9839,2,191,Le Village,4.5
"117 Perry StNew York, NY 10014",American(New),40.735119,-74.0068,3,204,Left Bank,4
"325 Manhattan AveWilliamsburg, NY 11211",Breakfast&Brunch,40.715138,-73.946489,1,42,Lella Alimentari,5
"1 W 8th StManhattan, NY 10011","Coffee&Tea,Sandwiches",40.732292,-73.9964,1,60,Lena,4.5
"1 W 8th StManhattan, NY 10011","Coffee&Tea,Sandwiches",40.732292,-73.996452,1,60,Lena,4.5
"551 2nd AveNew York, NY 10016",Italian,40.742643,-73.9777,2,7,Lena_ÌÄåÎÌâå«ÌÄåÎÌâå£ÌÄåÎÌâå«_s Italian Kitchen,5
"177 Henry StNew York, NY 10002","French,Cafes,CocktailBars",40.713481,-73.9886,2,81,Les Enfants de Boheme,4.5
"21-03 45th RdLong Island City, NY 11101","Coffee&Tea,Breakfast&Brunch",40.746706,-73.947456,1,37,LIC Corner Cafe,4
"21-52 44th DrLong Island City, NY 11101","Breakfast&Brunch,American(New)",40.747552,-73.9455,2,588,LIC Market,4
"145 Borinquen PlBrooklyn, NY 11211","Bars,ModernEuropean,American(New)",40.710867,-73.9537,2,179,Lighthouse,4
"19 1st AveNew York, NY 10003","Pizza,Italian",40.723605,-73.988528,2,724,LilÌÄåÎÌâå«ÌÄåÎ_ÌÄåÎÌÄå_ÌÄåÎÌâåÌÄåÎÌâå«ÌÄå´ÌÄåö FrankieÌÄåÎÌâå«ÌÄåÎ_ÌÄåÎÌÄå_ÌÄåÎÌâåÌÄåÎÌâå«ÌÄå´ÌÄåös,4
"45 Rockerfeller PlzNew York, NY 10111","Mediterranean,Seafood",40.75938,-73.9778,3,163,Limani,4
"142 W 65th StNew York, NY 10023",Italian,40.773359,-73.9835,4,411,Lincoln Ristorante,4
"208 W 70th StNew York, NY 10023",Steakhouses,40.777398,-73.9834,3,509,Lincoln Square Steak,4.5
"104 Roebling StBrooklyn, NY 11211","Coffee&Tea,Sandwiches,Turkish",40.715929,-73.9558,1,32,Lion_ÌÄåÎÌâå«ÌÄåÎÌâå£ÌÄåÎÌâå«_s Milk,4.5
"104 Roebling StBrooklyn, NY 11211","Coffee&Tea,Sandwiches,Turkish",40.715929,-73.955808,1,32,LionÌÄåÎÌÄå_ÌÄåÎÌÄå£ÌÄåÎÌâå«ÌÄåÎ_ÌÄåÎÌÄå_ÌÄåÎÌâå¢ÌÄåÎÌâå«ÌÄå´Ìâå¢ÌÄåÎÌÄå_ÌÄåÎÌÄå£ÌÄåÎÌâå«ÌÄå´ÌâåÇÌÄåÎÌÄå_ÌÄåÎÌÄå£ÌÄåÎÌâå«ÌÄåÎÌâåÌÄåÎÌÄå_ÌÄåÎÌÄå£ÌÄåÎÌâå«ÌÄå´ÌâåÇÌÄåÎÌÄå_ÌÄåÎÌâå¢ÌÄåÎÌâå«ÌÄå´ÌÄåös Milk,4.5
"667 Lexington AveNew York, NY 10022",Cafes,"40.75993,",-73.9697,2,486,Little Collins,4.5
"667 Lexington AveNew York, NY 10022",Cafes,"40.75993,",-73.9697,2,487,Little Collins,4.5
"66-28 Fresh Pond RdRidgewood, NY 11385",Egyptian,40.708086,-73.8981,2,82,Little Egypt,4.5
"85 W BroadwayNew York, NY 10007","American(New),Seafood,Salad",40.715201,-74.0091,3,220,Little Park,4
"199 Prince StNew York, NY 10012",French,40.726719,-74.0027,3,182,Little Prince,3.5
"50 Withers St.Brooklyn, NY 11211","Peruvian,Bars",40.716668,-73.9506,3,155,Llama Inn,4
"1073 Manhattan AveBrooklyn, NY 11222",Seafood,40.735386,-73.9553,2,506,Lobster Joint,4
"377 Greenwich StNew York, NY 10013",Italian,40.71986,-74.01,3,1287,Locanda Verde,4
"129 Gates AveBrooklyn, NY 11238",Italian,40.685007,-73.9629,3,235,Locanda Vini e Olii,4
"132 W 58th StNew York, NY 10019","Greek,Mediterranean,Pubs",40.765385,-73.978,3,166,Loi Estiatorio,4.5
"32 Spring StNew York, NY 10012",Pizza,40.721533,-73.9956,2,4970,Lombardi_ÌÄåÎÌâå«ÌÄåÎÌâå£ÌÄåÎÌâå«_s Pizza,4
"32 Spring StNew York, NY 10012",Pizza,40.721533,-73.995634,2,4965,LombardiÌÄåÎÌâå«ÌÄåÎ_ÌÄåÎÌÄå_ÌÄåÎÌâåÌÄåÎÌâå«ÌÄå´ÌÄåös Pizza,4
"32 Spring StNew York, NY 10012",Pizza,40.721533,-73.9956,2,4968,LombardiÌÄåÎÌÄå__ÌÄåÎÌÄå__ÌÄåÎÌâå«ÌÄåÎÌÄå¦s Pizza,4
"32 Spring StNew York, NY 10012",Pizza,40.721533,-73.9956,2,4968,LombardiÌÄåÎÌâå«_ÌÄåÎÌâå«ÌÄåÎÌÄåÓÌÄåÎÌÄå_ÌÄåÎÌâå_s Pizza,4
"6388 Woodhaven BlvdRego Park, NY 11374",Seafood,40.722134,-73.8675,3,399,London Lennie_ÌÄåÎÌâå«ÌÄåÎÌâå£ÌÄåÎÌâå«_s,3.5
"622 Washington AveBrooklyn, NY 11238","Thai,Desserts",40.679884,-73.9643,2,179,Look By Plant Love House,4
"409 W 15th StNew York, NY 10011","Seafood,Mexican,SeafoodMarkets",40.742072,-74.0056,1,24,Los Mariscos,5
"409 W 15th StNew York, NY 10011","Seafood,Mexican,SeafoodMarkets",40.742072,-74.005645,1,25,Los Mariscos,5
"77 Bridge StBrooklyn, NY 11201",LatinAmerican,40.702102,-73.9845,1,52,Los Papi_ÌÄåÎÌÄå_ÌÄå´Ìâå£_s,4.5
"75 9th AveNew York, NY 10011",Mexican,40.742455,-74.0059,1,1380,Los Tacos No.1,4.5
"75 9th AveNew York, NY 10011",Mexican,40.742455,-74.005956,1,1385,Los Tacos No.1,4.5
"687 6th AveBrooklyn, NY 11215","American(New),Burgers",40.660597,-73.9903,2,245,Lot 2,4.5
"210 Main StFort Lee, NJ 07024","Cajun/Creole,Seafood",40.851061,-73.970684,2,19,Loui Loui,4.5
"283 Pleasant AveNew York, NY 10029","Coffee&Tea,Desserts,Breakfast&Brunch",40.794582,-73.933705,1,98,Love Cafe,4.5
"174 2nd AveNew York, NY 10003","Thai,Malaysian,Vietnamese",40.730385,-73.986,2,2054,Love Mamak,4
"174 2nd AveNew York, NY 10003","Thai,Malaysian,Vietnamese",40.730385,-73.986,2,2058,Love Mamak,4
"36 Battery PlNew York, NY 10280","Cafes,Kosher",40.705975,-74.0185,2,11,Lox,4.5
"55-50 Myrtle AveRidgewood, NY 11385","American(New),TapasBars,Diners",40.699888,-73.9067,2,223,Ltauha Restaurant,4.5
"575 Henry StBrooklyn, NY 11231",Pizza,40.681803,-74.0003,2,891,Lucali,4.5
"173 Irving AveBrooklyn, NY 11237",Mexican,40.702308,-73.9196,2,12,Lucha Lucha,3.5
"14 1st AveNew York, NY 10009","French,WineBars",40.723322,-73.988,3,245,Lucien,4
"10 Hanover SqNew York, NY 10005","FoodTrucks,Thai",40.704561,-74.0089,1,97,Luckyim Thai,4
"128 E 4th StNew York, NY 10003",Thai,40.725242,-73.987574,2,143,LuiÌÄåÎÌâå«ÌÄåÎ_ÌÄåÎÌÄå_ÌÄåÎÌâåÌÄåÎÌâå«ÌÄå´ÌÄåös Thai Food,4
"242 E 81st StNew York, NY 10028",Seafood,40.774783,-73.9546,2,997,Luke_ÌÄåÎÌâå«ÌÄåÎÌâå£ÌÄåÎÌâå«_s Lobster,4
"1 W 59th StNew York, NY 10019",Seafood,40.76465,-73.9743,2,330,Luke_ÌÄåÎÌâå«ÌÄåÎÌâå£ÌÄåÎÌâå«_s Lobster,4
"26 S William StNew York, NY 10004",Seafood,40.704621,-74.0107,2,758,Luke_ÌÄåÎÌÄå_ÌÄå´Ìâå£_s Lobster,4.5
"11 Water StBrooklyn, NY 11201",Seafood,40.703456,-73.9943,2,164,Luke_ÌÄåÎÌÄå_ÌÄå´Ìâå£_s Lobster,4
"242 E 81st StNew York, NY 10028",Seafood,40.774783,-73.954627,2,998,LukeÌÄåÎÌâå«ÌÄåÎ_ÌÄåÎÌÄå_ÌÄåÎÌâåÌÄåÎÌâå«ÌÄå´ÌÄåös Lobster,4
"26 S William StNew York, NY 10004",Seafood,40.704621,-74.0107,2,758,LukeÌÄåÎÌÄå__ÌÄåÎÌÄå__ÌÄåÎÌâå«ÌÄåÎÌÄå¦s Lobster,4.5
"207 e 43rd stNew York, NY 10017",Seafood,40.751526,-73.9732,2,220,LukeÌÄåÎÌÄå__ÌÄåÎÌÄå__ÌÄåÎÌâå«ÌÄåÎÌÄå¦s Lobster,4
"1 W 59th StNew York, NY 10019",Seafood,40.76465,-73.9743,2,330,LukeÌÄåÎÌÄå__ÌÄåÎÌÄå__ÌÄåÎÌâå«ÌÄåÎÌÄå¦s Lobster,4
"26 S William StNew York, NY 10004",Seafood,40.704621,-74.0107,2,758,LukeÌÄåÎÌâå«_ÌÄåÎÌâå«ÌÄåÎÌÄåÓÌÄåÎÌÄå_ÌÄåÎÌâå_s Lobster,4.5
"207 e 43rd stNew York, NY 10017",Seafood,40.751526,-73.9732,2,220,LukeÌÄåÎÌâå«_ÌÄåÎÌâå«ÌÄåÎÌÄåÓÌÄåÎÌÄå_ÌÄåÎÌâå_s Lobster,4
"1 W 59th StNew York, NY 10019",Seafood,40.76465,-73.9743,2,330,LukeÌÄåÎÌâå«_ÌÄåÎÌâå«ÌÄåÎÌÄåÓÌÄåÎÌÄå_ÌÄåÎÌâå_s Lobster,4
"615 Manhattan AveBrooklyn, NY 11222",Scandinavian,40.723394,-73.9508,4,74,Luksus,4
"154 Carlton AveBrooklyn, NY 11205",American(New),40.692965,-73.9729,3,144,Lulu & Po,4.5
"2007 127th StCollege Point, NY 11356","Seafood,Chinese",40.781433,-73.841,3,44,Lulu Seafood Restaurant,3.5
"121 W 29thNew York, NY 10001",Cafes,40.747227,-73.991003,1,77,Luna 29 Cafe,4.5
"243 E 53rd StNew York, NY 10022",Italian,40.757238,-73.9676,3,185,Luna Piena,3.5
"347 E 85th StNew York, NY 10028",Italian,40.776537,-73.9503,3,72,Luna Rossa,4
"886 9th AveNew York, NY 10019","Sandwiches,Salad,Bagels",40.768165,-73.985224,1,101,Lunch Box,4
"4227 35th AveLong Island City, NY 11101","Cafes,Breakfast&Brunch",40.754192,-73.919743,1,56,Lunchbox LIC,4.5
"1039 A Fulton StBrooklyn, NY 11238","Cafes,American(New),Breakfast&Brunch",40.682275,-73.9603,1,107,Lunitas,4.5
"170 Thompson StNew York, NY 10012","Italian,American(New)",40.727633,-74.0001,3,1216,Lupa,4
"835 6th AveNew York, NY 10001","Seafood,Portuguese",40.746847,-73.9901,3,172,Lupulo,3.5
"142 Mercer StNew York, NY 10012",Seafood,40.724612,-73.9985,3,1262,Lure Fishbar,4
"1494 2nd AveNew York, NY 10075","Italian,Desserts,WineBars",40.772383,-73.9554,3,125,Lusardi_ÌÄåÎÌâå«ÌÄåÎÌâå£ÌÄåÎÌâå«_s,4
"581 Hudson StNew York, NY 10014",Mediterranean,40.736362,-74.0061,2,436,MÌÄåÎÌâå«ÌÄåÎÌâå´ÌÄåÎÌâå«ÌÄå´Ìâå©mÌÄåÎÌâå«ÌÄåÎÌâå´ÌÄåÎÌâå«ÌÄå´Ìâå© Mediterranean,4
"607 10th AveNew York, NY 10036","Mediterranean,Tapas/SmallPlates",40.760923,-73.9948,2,82,MÌÄåÎÌâå«ÌÄåÎÌâå´ÌÄåÎÌâå«ÌÄå´Ìâå©mÌÄåÎÌâå«ÌÄåÎÌâå´ÌÄåÎÌâå«ÌÄå´Ìâå© Mediterranean,4
"122 1st AveNew York, NY 10009",Chinese,40.727104,-73.9853,2,180,MÌÄåÎÌâå«ÌÄåÎÌâå´ÌÄåÎÌâå«ÌÄå´ÌâåLÌÄåÎÌâå«ÌÄåÎÌâå´ÌÄåÎÌâå«_ Project,4
"122 1st AveNew York, NY 10009",Chinese,40.727104,-73.9853,2,180,MÌÄåÎÌÄå__ÌÄåÎÌÄå_ÌÄå´_LÌÄåÎÌÄå__ÌÄåÎÌÄå__ Project,4
"607 10th AveNew York, NY 10036","Mediterranean,Tapas/SmallPlates",40.760923,-73.9948,2,82,MÌÄåÎÌÄå_ÌÄå´ÌâåÌÄåÎÌâå«ÌÄå´Ìâå©mÌÄåÎÌÄå_ÌÄå´ÌâåÌÄåÎÌâå«ÌÄå´Ìâå© Mediterranean,4
"581 Hudson StNew York, NY 10014",Mediterranean,40.736362,-74.0061,2,436,MÌÄåÎÌÄå__ÌÄåÎÌâå«ÌÄå´Ìâå©mÌÄåÎÌÄå__ÌÄåÎÌâå«ÌÄå´Ìâå© Mediterranean,4
"607 10th AveNew York, NY 10036","Mediterranean,Tapas/SmallPlates",40.760923,-73.9948,2,82,MÌÄåÎÌÄå__ÌÄåÎÌâå«ÌÄå´Ìâå©mÌÄåÎÌÄå__ÌÄåÎÌâå«ÌÄå´Ìâå© Mediterranean,4
"581 Hudson StNew York, NY 10014",Mediterranean,40.736362,-74.0061,2,436,MÌÄåÎÌÄå_ÌÄå´ÌÄåöÌÄåÎÌâå«ÌÄå´Ìâå©mÌÄåÎÌÄå_ÌÄå´ÌÄåöÌÄåÎÌâå«ÌÄå´Ìâå© Mediterranean,4
"122 1st AveNew York, NY 10009",Chinese,40.727104,-73.9853,2,180,MÌÄåÎÌÄå_ÌÄå´ÌâåÌÄåÎÌâå«ÌÄå´ÌâåLÌÄåÎÌÄå_ÌÄå´Ìâå_ Project,4
"311 Church StNew York, NY 10013","AsianFusion,Portuguese,Chinese",40.719621,-74.0039,3,579,Macao Trading,3.5
"519 Columbus AveNew York, NY 10024",Italian,40.785858,-73.9723,3,183,Machiavelli,3.5
"6001 Kennedy Blvd EWest New York, NJ 07093","Sandwiches,Coffee&Tea,Salad",40.785333,-74.008574,1,90,MAD,4
"299 Madison AveNew York, NY 10017","WineBars,American(New)",40.752125,-73.9794,3,142,Madison & Vine,3
"111 1st AveNew York, NY 10003",Filipino,40.726942,-73.9861,2,1104,Maharlika,4
"617 Grand StBrooklyn, NY 11211","ChickenWings,Korean,CocktailBars",40.711443,-73.9476,2,42,Mahji,4.5
"4610 Center BlvdLong Island City, NY 11109","Italian,Seafood,CocktailBars",40.747041,-73.9565,3,300,Maiella,4.5
"298 Bedford AveBrooklyn, NY 11211","Seafood,WineBars,CocktailBars",40.714206,-73.9616,3,852,Maison Premiere,4
"753 Washington StNew York, NY 10014","Italian,Salad,Coffee&Tea",40.736867,-74.008,2,195,Malaparte,4
"649 Washington StNew York, NY 10014",Italian,40.732849,-74.0084,2,985,Malatesta Trattoria,4
"37 E 50th StNew York, NY 10022","American(Traditional),Steakhouses",40.757859,-73.9746,4,336,Maloney & Porcelli,4
"252 Broad AvePalisades Park, NJ 07650","ChickenWings,Korean,American(New)",40.847207,-73.998065,2,12,Mama Chicken,4.5
"621 9th AveNew York, NY 10036","Pizza,Seafood,Italian",40.759761,-73.992,2,173,Mama Mia 44 SW,4
"6408 11th AvenueBrooklyn, NY 11219",Italian,40.629116,-74.0057,3,119,Mama Rao Cucina Italiana,4.5
"1113 Lexington AveNew York, NY 10075","Greek,Falafel",40.773917,-73.959429,1,297,mamagyro,3.5
"323 W BroadwayNew York, NY 10013","Italian,French",40.721895,-74.0039,3,111,MAMO Restaurant,4
"80 Columbus Cir at 60th StNew York, NY 10023","American(New),Lounges",40.769078,-73.9829,3,228,Mandarin Oriental Lobby Lounge,4
"1076 Jackson AveLong Island City, NY 11101",Italian,40.742681,-73.951787,2,258,ManettaÌÄåÎÌâå«ÌÄåÎ_ÌÄåÎÌÄå_ÌÄåÎÌâåÌÄåÎÌâå«ÌÄå´ÌÄåös Ristorante,4
"757 Flatbush AveBrooklyn, NY 11226","Caribbean,Breakfast&Brunch,CocktailBars",40.654149,-73.95937,2,521,MangoSeed Restaurant,4
"2 Hope StBrooklyn, NY 11211","Filipino,French,American(New)",40.713788,-73.9578,2,224,Manila Social Club,4
"193 Bleecker StNew York, NY 10012","Lebanese,Bakeries",40.72936,-74.0013,1,211,Manousheh,4.5
"193 Bleecker StNew York, NY 10012","Lebanese,Bakeries",40.72936,-74.001398,1,211,Manousheh,4.5
"34-21 34th AveAstoria, NY 11106","Seafood,American(New),CocktailBars",40.758316,-73.9241,3,167,Mar_ÌÄåÎÌâå«ÌÄåÎÌâå£ÌÄåÎÌâå«_s,4
"134 Reade StNew York, NY 10013",American(New),40.716545,-74.0095,3,716,Marc Forgione,4
"111 Ave CNew York, NY 10009",Tapas/SmallPlates,40.724351,-73.9788,2,50,Marcha Cocina,4.5
"251 E 31st StNew York, NY 10016",Italian,40.743192,-73.9775,4,29,Marchi_ÌÄåÎÌÄå_ÌÄåÎÌÄåÒÌÄåÎÌÄå_ÌÄå´Ìâå©s Restaurant,3
"240 Central Park SNew York, NY 10019","Italian,Seafood",40.767421,-73.981,4,1413,Marea,4
"197 Grand StNew York, NY 10013","Italian,Pizza",40.719065,-73.9969,2,139,Margherita NYC,4.5
"136 W 46th StNew York, NY 10036","Cuban,Dominican",40.758017,-73.983542,1,553,Margon,4
"41 E 20th StNew York, NY 10003",Russian,40.738884,-73.9885,3,444,Mari Vanna,4
"492 6th AveBrooklyn, NY 11215","Italian,Gluten-Free,Salad",40.666241,-73.9857,2,148,Mariella,4.5
"10212 101st AveOzone Park, NY 11416","Pizza,Italian",40.685647,-73.8401,4,19,Mario_ÌÄåÎÌÄå_ÌÄåÎÌÄåÒÌÄåÎÌÄå_ÌÄå´Ìâå©s Pizzeria & Restaurant,3.5
"1657 Richmond RdStaten Island, NY 10304",Italian,40.589663,-74.1014,3,47,Mario_ÌÄåÎÌâå«ÌÄåÎÌâå£ÌÄåÎÌâå«_s,4
"33 St Marks PlNew York, NY 10003",Burgers,40.729092, -73.98809},1,961,Mark,4
"26 W 33rd StNew York, NY 10001","Sandwiches,Fruits&Veggies,Vegetarian",40.747931,-73.985889,1,52,Market Crates,4
"54 Carmine StNew York, NY 10014",American(New),40.729765,-74.0037,3,689,Market Table,4
"261 Water StNew York, NY 10038",Steakhouses,40.708345,-74.0014,4,280,MarkJoseph Steakhouse,4
"81 BroadwayBrooklyn, NY 11249",American(New),40.710612,-73.9658,3,474,Marlow & Sons,4
"307 77th StreetNew York, NY 10075",Italian,40.77187,-73.955445,2,86,Maroni Hot Pots,4.5
"630 9th AveNew York, NY 10036",French,40.759954,-73.9912,3,643,Marseille,3.5
"29 E 29th StNew York, NY 10016","Pizza,Italian",40.744524,-73.9846,3,470,Marta,4
"267 W 17th StNew York, NY 10011","Japanese,Korean",40.741636,-74.000736,1,71,Maru 2,4
"10 Columbus Cir, Fl 4New York, NY 10019","SushiBars,Japanese",40.768606,-73.9832,4,223,Masa,4
"771 Grand StBrooklyn, NY 11211","Russian,Gastropubs,BeerBar",40.711984,-73.9424,2,114,Masha and The Bear,4.5
"887 9th AveNew York, NY 10019","WineBars,Italian",40.768262,-73.9854,3,273,Masseria Dei Vini,4.5
"351 Grove StJersey City, NJ 07302",American(New),40.720857,-74.043,3,33,Mathews Food & Drink,4.5
"516 Hudson StNew York, NY 10014",Japanese,40.733616,-74.006,2,14,matte bento,4
"155-10 Crossbay BlvdHoward Beach, NY 11414",Italian,40.660467,-73.8403,3,62,Matteo_ÌÄåÎÌâå«ÌÄåÎÌâå£ÌÄåÎÌâå«_s Howard Beach,3.5
"1191 1st AveNew York, NY 10065",Mexican,40.763064,-73.9595,3,620,Maya,3.5
"137 Rivington StNew York, NY 10002","Mediterranean,MiddleEastern",40.719429,-73.9864,1,119,Mazeish Grill,4.5
"137 Rivington StNew York, NY 10002","Mediterranean,MiddleEastern",40.719429,-73.986469,1,118,Mazeish Grill,4.5
"412 Avenue MBrooklyn, NY 11230","Kosher,Salad,Sandwiches",40.616598,-73.9709,4,3,Mazza & More,5
"208 Columbia StBrooklyn, NY 11231","TapasBars,Mediterranean,MiddleEastern",40.684942,-74.003,2,127,Mazzat,4.5
"2392 21st StAstoria, NY 11105",Steakhouses,40.776929,-73.9214,3,123,Meet The Meat,4.5
"355 W 16th StNew York, NY 10011",Japanese,40.742291,-74.0034,4,50,Megu,4.5
"355 W 16th StNew York, NY 10011",Japanese,40.742291,-74.0034,4,51,Megu,4.5
"293 Grand AveBrooklyn, NY 11238","SpecialtyFood,American(New),Bars",40.687523,-73.9623,2,109,MekelburgÌÄåÎÌÄå__ÌÄåÎÌÄå__ÌÄåÎÌâå«ÌÄåÎÌÄå¦s,4.5
"293 Grand AveBrooklyn, NY 11238","SpecialtyFood,American(New),Bars",40.687523,-73.9623,2,109,MekelburgÌÄåÎÌâå«_ÌÄåÎÌâå«ÌÄåÎÌÄåÓÌÄåÎÌÄå_ÌÄåÎÌâå_s,4.5
"111 Fulton StNew York, NY 10038","American(Traditional),Sandwiches",40.709731,-74.006557,2,225,Melt Shop,4
"744 9th AveNew York, NY 10019",Ramen,40.76353,-73.988546,2,157,Mentoku,4
"31 Union Square WNew York, NY 10003","Seafood,Bars,Jazz&Blues",40.73687,-73.991,3,10,Metropolis Oyster Room & Cocktail Bar,4.5
"161 E Houston StNew York, NY 10002","Mediterranean,MiddleEastern,Seafood",40.722886,-73.9889,2,362,Mezetto,4
"45-06 30th AveAstoria, NY 11103","Mexican,Peruvian,LatinAmerican",40.7618,-73.9108,2,152,Mezquite Restaurant,4.5
"1295 3rd AveNew York, NY 10021",Italian,40.771151,-73.9592,3,89,Mezzaluna,4
"691 9th AveNew York, NY 10036","Mediterranean,Bars",40.762054,-73.9903,3,10,Mezze Bar,4
"32-44 31st StAstoria, NY 11106",Mexican,40.761203,-73.926143,1,71,Mi Espiguita Taqueria,4.5
"612 Amsterdam AveNew York, NY 10024","Japanese,SushiBars",40.790121,-73.973575,2,59,Mido,4.5
"327 2nd AveNew York, NY 10003","ComfortFood,Breakfast&Brunch",40.735417,-73.9829,2,95,Midwinter Kitchen,4.5
"327 2nd AveNew York, NY 10003","ComfortFood,Breakfast&Brunch",40.735417,-73.9829,2,96,Midwinter Kitchen,4.5
"120 Macdougal StNew York, NY 10012","AsianFusion,Japanese,Salad",40.729799,-74.0003,1,91,Mighty Bowl,4.5
"120 Macdougal StNew York, NY 10012","AsianFusion,Japanese,Salad",40.729799,-74.00036,1,91,Mighty Bowl,4.5
"103 2nd AveNew York, NY 10003",Barbeque,40.727574,-73.988623,2,1365,Mighty QuinnÌÄåÎÌâå«ÌÄåÎ_ÌÄåÎÌÄå_ÌÄåÎÌâåÌÄåÎÌâå«ÌÄå´ÌÄåös Barbeque,4
"27 N 6th StBrooklyn, NY 11211",Barbeque,40.720254,-73.962523,1,53,Mighty QuinnÌÄåÎÌÄå_ÌÄåÎÌÄå£ÌÄåÎÌâå«ÌÄåÎ_ÌÄåÎÌÄå_ÌÄåÎÌâå¢ÌÄåÎÌâå«ÌÄå´Ìâå¢ÌÄåÎÌÄå_ÌÄåÎÌÄå£ÌÄåÎÌâå«ÌÄå´ÌâåÇÌÄåÎÌÄå_ÌÄåÎÌÄå£ÌÄåÎÌâå«ÌÄåÎÌâåÌÄåÎÌÄå_ÌÄåÎÌÄå£ÌÄåÎÌâå«ÌÄå´ÌâåÇÌÄåÎÌÄå_ÌÄåÎÌâå¢ÌÄåÎÌâå«ÌÄå´ÌÄåös,4.5
"127 E 54th StNew York, NY 10022","American(New),Kosher",40.759455,-73.971,4,52,Mike_ÌÄåÎÌÄå_ÌÄåÎÌÄåÒÌÄåÎÌÄå_ÌÄå´Ìâå©s Bistro,4
"39-37 30th StLong Island City, NY 11101","Pizza,Italian","40.75214,",-73.934339,1,43,MikeÌÄåÎÌÄå_ÌÄåÎÌÄå£ÌÄåÎÌâå«ÌÄåÎ_ÌÄåÎÌÄå_ÌÄåÎÌâå¢ÌÄåÎÌâå«ÌÄå´Ìâå¢ÌÄåÎÌÄå_ÌÄåÎÌÄå£ÌÄåÎÌâå«ÌÄå´ÌâåÇÌÄåÎÌÄå_ÌÄåÎÌÄå£ÌÄåÎÌâå«ÌÄåÎÌâåÌÄåÎÌÄå_ÌÄåÎÌÄå£ÌÄåÎÌâå«ÌÄå´ÌâåÇÌÄåÎÌÄå_ÌÄåÎÌâå¢ÌÄåÎÌâå«ÌÄå´ÌÄåös Pizza,4
"166 9th AveNew York, NY 10011","CheeseShops,Beer,Wine&Spirits,Sandwiches",40.744683,-74.00239,1,22,Milk and Hops,4.5
"1624 2nd AveNew York, NY 10028",Delis,40.776548,-73.9523,4,2,Million 84th St Corner Deli,3
"380 Broome StNew York, NY 10013","Taiwanese,Chinese",40.720628,-73.9963,2,10,Mimi Cheng_ÌÄåÎÌâå«ÌÄåÎÌâå£ÌÄåÎÌâå«_s Nolita,3.5
"380 Broome StNew York, NY 10013","Taiwanese,Chinese",40.720628,-73.9963,2,12,Mimi ChengÌÄåÎÌÄå__ÌÄåÎÌÄå__ÌÄåÎÌâå«ÌÄåÎÌÄå¦s Nolita,3.5
"380 Broome StNew York, NY 10013","Taiwanese,Chinese",40.720628,-73.9963,2,12,Mimi ChengÌÄåÎÌâå«_ÌÄåÎÌâå«ÌÄåÎÌÄåÓÌÄåÎÌÄå_ÌÄåÎÌâå_s Nolita,3.5
"185 Sullivan StNew York, NY 10012",French,40.728348,-74.0006,3,62,Mimi NYC,4.5
"536 E 5th StNew York, NY 10009",Ramen,40.723998,-73.9829,2,1384,Minca,4
"113 Macdougal StNew York, NY 10012","French,American(New),Breakfast&Brunch",40.730004,-74.0006,3,1739,Minetta Tavern,4
"206 W 118th StNew York, NY 10026","Jazz&Blues,American(Traditional)",40.804665,-73.9523,3,108,Minton_ÌÄåÎÌâå«ÌÄåÎÌâå£ÌÄåÎÌâå«_s,4
"79 5th AveBrooklyn, NY 11215","WineBars,Mediterranean,Breakfast&Brunch",40.680171,-73.9777,2,713,Miriam,4
